,start,end,who_said,line,similar_line,similarity,similarity_category
676,"00:41:21,560","00:41:23,520",Pietro Maximoff,There are conventions.,The records are not the picture,0.78,< 80%
677,"00:41:21,560","00:41:23,520",Ultron,All right? You meet people.,You need patience,0.81,80% - 89%
678,"00:41:23,560","00:41:24,891",Ultron,I didn't sell him anything.,Now I don't,0.83,80% - 89%
679,"00:41:25,760","00:41:27,762",Tony Stark,"He was talking about finding something new, a gamechanger.","And he did a Banksy at the crime scene, just for us",0.82,80% - 89%
680,"00:41:27,920","00:41:29,251",Pietro Maximoff,It was all very Ahab.,It just,0.81,80% - 89%
681,"00:41:30,040","00:41:31,166",Tony Stark,This?,What's this,0.87,80% - 89%
682,"00:41:31,320","00:41:32,321",Pietro Maximoff,"It's a tattoo, I don't think he had it.",It just,0.87,80% - 89%
683,"00:41:32,440","00:41:34,807",Natasha Romanoff,"Those are tattoos, this is a brand.",This is a smokescreen,0.87,80% - 89%
684,"00:41:36,480","00:41:39,962",Clint Barton,Yeah. It's a word in an African dialect meaning thief.,That's a negative,0.78,< 80%
685,"00:41:40,560","00:41:41,925",Maria Hill,In a much less friendly way.,"Mostly guys left in a fugue state going on about old memories, worst fears, and something too fast to see",0.81,80% - 89%
686,"00:41:42,200","00:41:43,964",Tony Stark,What dialect?,What's this,0.8,80% - 89%
687,"00:41:42,200","00:41:43,964",Ultron,Wakanada.,Harmony,0.61,< 80%
688,"00:41:44,080","00:41:45,809",Ultron,Wakanda.,Harmony,0.73,< 80%
689,"00:41:47,400","00:41:49,920",Steve Rogers,If this guy got out of Wakanda with some of their trade goods...,"Well, Strucker had a lot of friends",0.79,< 80%
690,"00:41:50,000","00:41:51,161",Tony Stark,I thought your father said he got the last of it.,"He was talking about finding something new, a game changer, it was all very Ahab",0.84,80% - 89%
691,"00:41:51,240","00:41:54,170",Ultron,I don't follow.,Now I don't,0.95,90% - 99%
692,"00:41:51,240","00:41:54,170",Bruce Banner,What comes out of Wakanda?,What comes out of Wakanda,1.0,100%
693,"00:41:56,000","00:41:57,923",Pietro Maximoff,The strongest metal on Earth.,And on the side of the shell is painted one word,0.84,80% - 89%
694,"00:41:59,280","00:42:00,611",Thor,Where is this guy now?,"No, those are tattoos, this is a brand",0.75,< 80%
695,"00:42:26,000","00:42:27,809",Tony Stark,Don't tell me your men swindled you.,"You meet people, I didn't sell him anything",0.86,80% - 89%
696,"00:42:27,960","00:42:33,086",Steve Rogers,I sent you six shortrange heatseekers and got a boat full of rusted parts.,"Well, Strucker had a lot of friends",0.77,< 80%
697,"00:42:33,200","00:42:37,803",Ultron,"Now, you will make it right, or the next missile I send you will come very much faster.",We will make it right,0.9,90% - 99%
698,"00:42:39,720","00:42:42,166",Steve Rogers,"Now, minister, where were we?","Barton, we might have something",0.83,80% - 89%
699,"00:43:13,800","00:43:16,690",Pietro Maximoff,Yeah. The Enhanced.,And on the side of the shell is painted one word,0.79,< 80%
700,"00:43:17,400","00:43:19,004",Bruce Banner,Strucker's prize pupils.,Wakanda,0.59,< 80%
701,"00:43:22,200","00:43:23,850",Natasha Romanoff,Do you want a candy?,Why send a message when you've just given a speech,0.76,< 80%
702,"00:43:25,360","00:43:27,931",Clint Barton,I was sorry to hear about Strucker.,I answer to you,0.86,80% - 89%
703,"00:43:28,080","00:43:31,084",Steve Rogers,"But then, he knew what kind of world he was helping create.",I thought your father said he got the last of it,0.88,80% - 89%
704,"00:43:31,680","00:43:34,081",Clint Barton,Human life. Not a growth market.,That's a negative,0.84,80% - 89%
705,"00:43:36,800","00:43:38,450",Ulysses Klaue,You didn't know?,Don't tell me your man swindled you,0.87,80% - 89%
706,"00:43:38,880","00:43:42,362",Steve Rogers,Is this your first time intimidating someone?,Where is this guy now,0.82,80% - 89%
707,"00:43:42,680","00:43:45,206",Tony Stark,I'm afraid I'm not that afraid.,I know that guy,0.89,80% - 89%
708,"00:43:45,360","00:43:47,681",Bruce Banner,Everybody is afraid of something.,What comes out of Wakanda,0.76,< 80%
709,"00:43:47,800","00:43:48,801",Bruce Banner,Cuttlefish.,Wakanda,0.77,< 80%
710,"00:43:50,120","00:43:51,485",Tony Stark,Deep sea fish.,"He operates off the African coast, black market arms",0.57,< 80%
711,"00:43:51,560","00:43:53,210",Steve Rogers,"They make lights, disco lights...",Strucker knew something that Ultron wanted us to miss,0.46,< 80%
712,"00:43:54,880","00:43:56,723",Steve Rogers,"...to hypnotise their prey, and then...","Well, that makes sense he'd go to them, they have someone in common",0.82,80% - 89%
713,"00:43:58,000","00:44:00,128",Tony Stark,I saw a documentary. It was terrifying.,"He was talking about finding something new, a game changer, it was all very Ahab",0.81,80% - 89%
714,"00:44:05,600","00:44:08,171",Ulysses Klaue,So if you're going to fiddle with my brain,"Now, you will make it right, or the next missile I send you will come very much faster",0.85,80% - 89%
715,"00:44:09,120","00:44:13,682",Tony Stark,"and make me see a giant cuttlefish, then I know you don't do business.","You meet people, I didn't sell him anything",0.88,80% - 89%
716,"00:44:13,800","00:44:16,121",Steve Rogers,And I know you're not in charge.,"Well, that makes sense he'd go to them, they have someone in common",0.8,80% - 89%
717,"00:44:16,320","00:44:17,606",Tony Stark,And I only deal,I know that guy,0.76,< 80%
718,"00:44:18,680","00:44:20,330",Tony Stark,with the man in charge.,From back in the day,0.84,80% - 89%
719,"00:44:25,360","00:44:27,761",Thor,There is no man in charge.,"No, those are tattoos, this is a brand",0.79,< 80%
720,"00:44:30,760","00:44:32,444",Clint Barton,Let's talk business.,Gotta go,0.48,< 80%
721,"00:44:45,400","00:44:48,688",Ulysses Klaue,"Upon this rock, I will build my church.","Now, you will make it right, or the next missile I send you will come very much faster",0.76,< 80%
722,"00:44:50,440","00:44:51,726",Clint Barton,Vibranium.,Girlfriend,0.66,< 80%
723,"00:44:52,840","00:44:57,284",Ulysses Klaue,"You know, it came at great personal cost.","Now, you will make it right, or the next missile I send you will come very much faster",0.81,80% - 89%
724,"00:44:57,680","00:44:59,284",Tony Stark,It's worth billions.,"You meet people, I didn't sell him anything",0.41,< 80%
725,"00:45:03,600","00:45:04,681",Ulysses Klaue,Now so are you.,"Now, you will make it right, or the next missile I send you will come very much faster",0.79,< 80%
726,"00:45:06,080","00:45:07,650",Ulysses Klaue,It's all under your dummy holdings.,"Now, you will make it right, or the next missile I send you will come very much faster",0.81,80% - 89%
727,"00:45:07,760","00:45:09,762",Steve Rogers,Finance is so weird.,Where is this guy now,0.82,80% - 89%
728,"00:45:11,280","00:45:14,642",Ulysses Klaue,"But I always say, Keep your friends rich and your enemies rich","So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.89,80% - 89%
729,"00:45:14,800","00:45:16,609",Ulysses Klaue,and wait to find out which is which.,"to hypnotize their prey, then whoom",0.8,80% - 89%
730,"00:45:19,480","00:45:20,527",Bruce Banner,Stark.,Wa,0.51,< 80%
731,"00:45:21,920","00:45:23,046",Thor,What?,What's this,0.9,90% - 99%
732,"00:45:23,240","00:45:24,969",Steve Rogers,Tony Stark used to say that.,Strucker knew something that Ultron wanted us to miss,0.82,80% - 89%
733,"00:45:26,560","00:45:27,607",Ulysses Klaue,To me.,"to hypnotize their prey, then whoom",0.79,< 80%
734,"00:45:28,480","00:45:29,641",Wanda Maximoff,You're one of his.,Everybody's afraid of something,0.82,80% - 89%
735,"00:45:29,960","00:45:31,644",Ulysses Klaue,What? I'm not...,I'm afraid that I'm not that afraid,0.96,90% - 99%
736,"00:45:33,960","00:45:35,007",Ulysses Klaue,I'm not.,I'm afraid that I'm not that afraid,0.95,90% - 99%
737,"00:45:35,160","00:45:36,650",Ulysses Klaue,You think I'm one of Stark's puppets?,"So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.81,80% - 89%
738,"00:45:36,760","00:45:37,886",Ultron,His hollow men?,"You think I'm one of Stark's puppets, his hollow men",0.67,< 80%
739,"00:45:38,320","00:45:40,527",Tony Stark,"I mean, look at me.",I know that guy,0.78,< 80%
740,"00:45:38,320","00:45:40,527",Tony Stark,Do I look like Iron Man?,I know that guy,0.86,80% - 89%
741,"00:45:40,680","00:45:42,011",Steve Rogers,Stark is nothing!,Where is this guy now,0.81,80% - 89%
742,"00:45:43,760","00:45:45,967",Ulysses Klaue,I'm sorry. I'm...,I'm afraid that I'm not that afraid,0.84,80% - 89%
743,"00:45:46,080","00:45:48,082",Ulysses Klaue,I'm sure that's gonna be okay. I'm sorry.,I'm afraid that I'm not that afraid,0.88,80% - 89%
744,"00:45:48,200","00:45:49,884",Ulysses Klaue,It's just that I don't understand.,I'm afraid that I'm not that afraid,0.89,80% - 89%
745,"00:45:50,000","00:45:52,287",Ulysses Klaue,Don't compare me with Stark!,Don't tell me your man swindled you,0.83,80% - 89%
746,"00:45:55,040","00:45:56,166",Tony Stark,It's a thing with me.,"Uh, it's a tattoo",0.85,80% - 89%
747,"00:45:56,280","00:45:58,169",Ulysses Klaue,Stark is... He's a sickness!,"I saw a documentary, it was terrifying",0.78,< 80%
748,"00:45:58,320","00:46:00,004",Ulysses Klaue,Junior.,Cuttlefish,0.72,< 80%
749,"00:46:01,880","00:46:03,440",Ulysses Klaue,You're gonna break your old man's heart.,Don't tell me your man swindled you,0.77,< 80%
750,"00:46:04,720","00:46:05,767",Ulysses Klaue,If I have to.,"So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.83,80% - 89%
751,"00:46:08,080","00:46:09,491",Ulysses Klaue,Nobody has to break anything.,"to hypnotize their prey, then whoom",0.81,80% - 89%
752,"00:46:09,600","00:46:11,250",Ultron,Clearly you've never made an omelette.,Clearly you've never made an omelet,0.97,90% - 99%
753,"00:46:11,440","00:46:12,646",Tony Stark,He beat me by one second.,He beat me by one second,1.0,100%
754,"00:46:13,840","00:46:15,205",Wanda Maximoff,Yes. He's funny.,"Oh, we will",0.64,< 80%
755,"00:46:15,560","00:46:16,971",Tony Stark,Mr Stark.,"Ahh, Junior",0.72,< 80%
756,"00:46:17,840","00:46:19,444",Ulysses Klaue,It's what? Comfortable?,It's worth billions,0.81,80% - 89%
757,"00:46:21,080","00:46:22,366",Pietro Maximoff,Like old times?,Like old times,1.0,100%
758,"00:46:22,680","00:46:23,681",Steve Rogers,This was never my life.,I thought your father said he got the last of it,0.79,< 80%
759,"00:46:23,880","00:46:25,120",Ulysses Klaue,You two can still walk away from this.,"Now, you will make it right, or the next missile I send you will come very much faster",0.82,80% - 89%
760,"00:46:25,280","00:46:26,725",Thor,We will.,We don't have to break anything,0.83,80% - 89%
761,"00:46:26,920","00:46:27,921",Ultron,I know you've suffered.,"I'm sorry, it's just I don't understand",0.92,90% - 99%
762,"00:46:28,840","00:46:30,251",Ultron,Captain America.,Captain America,1.0,100%
763,"00:46:30,920","00:46:33,366",Tony Stark,God's righteous man.,"Ahh, Junior",0.7,< 80%
764,"00:46:33,480","00:46:35,801",Ulysses Klaue,Pretending you could live without a war.,"So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.78,< 80%
765,"00:46:36,600","00:46:39,570",Ulysses Klaue,"I can't physically throw up in my mouth, but...","So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.8,80% - 89%
766,"00:46:39,720","00:46:41,802",Ulysses Klaue,"If you believe in peace, then let us keep it.","So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.87,80% - 89%
767,"00:46:42,200","00:46:45,568",Ulysses Klaue,I think you're confusing peace with quiet.,"So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.88,80% - 89%
768,"00:46:45,720","00:46:47,484",Ulysses Klaue,What's the vibranium for?,The enhanced,0.79,< 80%
769,"00:46:47,800","00:46:52,646",Ulysses Klaue,"I'm glad you asked that, because I wanted to take this time to explain my evil plan.","So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.9,90% - 99%
770,"00:47:12,200","00:47:13,770",Ulysses Klaue,Shoot them.,Shoot them,1.0,100%
771,"00:47:12,200","00:47:13,770",Klaue's Mercenary,Which ones?,Which ones,1.0,100%
772,"00:47:14,120","00:47:15,281",Wanda Maximoff,All of them!,Everybody's afraid of something,0.88,80% - 89%
773,"00:47:15,400","00:47:16,731",Klaue's Mercenary,Move! Move! Move!,"Move, move, move",1.0,100%
774,"00:48:05,680","00:48:06,841",Steve Rogers,"Stay down, kid.","Stay down, kid",1.0,100%
775,"00:48:09,240","00:48:11,686",Ultron,It's time for some mind games.,It's all under your dummy holdings,0.8,80% - 89%
776,"00:48:13,040","00:48:15,327",Ulysses Klaue,Guys? Is this a code green?,Is this your first time intimidating someone,0.81,80% - 89%
777,"00:48:31,200","00:48:32,804",Steve Rogers,"Thor, status.",Status,0.76,< 80%
778,"00:48:32,880","00:48:34,325",Ulysses Klaue,The girl tried to warp my mind.,"to hypnotize their prey, then whoom",0.8,80% - 89%
779,"00:48:34,480","00:48:37,962",Thor,Take special care.,"Take special care, I doubt a human could keep her at bay",0.58,< 80%
780,"00:48:34,480","00:48:37,962",Ulysses Klaue,I doubt a human could keep her at bay.,"So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.78,< 80%
781,"00:48:38,360","00:48:41,364",Ultron,"Fortunately, I am mighty.","I am sor Ooh, I'm sure that's going to be okay",0.84,80% - 89%
782,"00:49:01,080","00:49:03,367",Ultron,This is going very well.,Finance is so weird,0.88,80% - 89%
783,"00:49:14,960","00:49:16,520",Ulysses Klaue,I've done the whole mind control thing.,"So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.85,80% - 89%
784,"00:49:17,320","00:49:18,321",Ultron,Not a fan.,It's a thing with me,0.75,< 80%
785,"00:49:25,960","00:49:27,928",Ulysses Klaue,"Yeah, you better run.","So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge",0.75,< 80%
786,"00:49:29,640","00:49:31,449",Thor,"Who's ever standing, we got to move!",We don't have to break anything,0.88,80% - 89%
787,"00:49:33,520","00:49:34,567",Clint Barton,Guys?,Guys,1.0,100%
788,"00:49:52,320","00:49:53,606",Ballet Instructor,Again.,Again,1.0,100%
789,"00:49:53,920","00:49:55,126",Thor,You'll break them.,"If you believe in peace, then let us keep it",0.84,80% - 89%
790,"00:49:55,600","00:49:57,329",Tony Stark,Only the breakable ones.,What's the Vibranium for,0.81,80% - 89%
791,"00:49:57,880","00:49:59,325",Ulysses Klaue,You're made of marble.,All of them,0.8,80% - 89%
792,"00:49:59,760","00:50:01,922",Madame B,We'll celebrate after the graduation ceremony.,We'll celebrate after the graduation ceremony,1.0,100%
793,"00:50:02,840","00:50:03,966",Ultron,What if I fail?,If I have to,0.89,80% - 89%
794,"00:50:09,600","00:50:10,840",Thor,You never fail.,We don't have to break anything,0.83,80% - 89%
